airline_name,link,title,author,author_country,date,content,lounge_name,airport,lounge_type,date_visit,type_traveller,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
air-france,/lounge-reviews/air-france,Air France (skyteam) Business Class Lounge - Johannesburg Airport,D Brown,United States,2013-01-10,One of the worst I have been in. It is very small and has the most uncomfortable chairs. Before international flights in the evening it is packed. People walking around trying to find a seat. The bathrooms are small and dirty. Food selection is minimal. Plenty of cold drinks. Do not pay extra to get into this lounge.,AIR FRANCE (SKYTEAM) BUSINESS CLASS LOUNGE REVIEW,Johannesburg Airport,Business Class,NA,NA,2,1,3,4,1,1,1,1,0
air-france,/lounge-reviews/air-france,Air France Business Class Lounge - Paris CDG Airport,Emmanuel Cuignet,France,2011-02-14,Lounge is really average and comparable to other AF lounges in CDG. The letdown is the poor quality of the food offered. It was lunch time we were provided with a meagre choice of soup sandwiches a slice of turkey and cheese. Needless to say every one rushed for food there was nothing left besides the usual chips and crackers. The lounge is big let down as 2E is the modern part of CDG.,AIR FRANCE BUSINESS CLASS LOUNGE REVIEW,Paris CDG Airport,Business Class,NA,NA,3,3,4,4,1,4,4,3,0
air-france,/lounge-reviews/air-france,Air France Business Class Lounge - Paris CDG Airport,Dirk Visser,Netherlands,2011-01-28,Arriving at 1830 the upper level was very full and everywhere you looked there were trays with empty cans wrappers napkins etc. Catering not that bad. An assortment of grilled sandwiches soup crisps bread cheese nuts etc. Staff manning the desks were a bit sullen. I hope that their other lounges at CDG are of better quality.,AIR FRANCE BUSINESS CLASS LOUNGE REVIEW,Paris CDG Airport,Business Class,NA,NA,3,3,2,4,4,0,4,3,0
air-france,/lounge-reviews/air-france,Air France Business Class Lounge - Paris CDG Airport,L Eames,United Kingdom,2011-01-26,The lounge in 2F at CDG is small and very crowded. The only seats we could find were at a table in the cafe area at the back. The whole place feels more like a railway station waiting room than a business class lounge. Limited food choice some sandwiches nuts crisps etc. Are all AF lounges at CDG as abysmal as this?,AIR FRANCE BUSINESS CLASS LOUNGE REVIEW,Paris CDG Airport,Business Class,NA,NA,2,2,2,3,2,0,3,2,0
air-france,/lounge-reviews/air-france,Air France Business Class Lounge - Riyadh Airport,A Hetier,NA,2008-12-31,"I wonder if we are talking about the same lounge here. There are two international terminals one for Saudi Arabian airlines and one for all other airlines. At the ""foreign"" international terminal the lounge was crowded and obviously too small but let's say it did the job: a seat free drinks free Wi-fi. Women can access the lounge and sit anywhere (it is not separate). There are large TV screens and staff announce flights on time.",AIR FRANCE BUSINESS CLASS LOUNGE REVIEW,Riyadh Airport,Business Class,NA,NA,2,2,3,3,2,0,3,4,0
air-new-zealand,/lounge-reviews/air-new-zealand,Air New Zealand Business Class Lounge - Sydney Airport,Kevin Tunnicliffe,United Kingdom,2011-10-21,Etihad are one of a long list of airlines which use this lounge. Inside it was clear that this lounge was in need of an overhaul. The furniture was tired and a bit grubby. Food on offer was pretty poor by Air New Zealand standards and replenishment was sluggish at best. A good selection of beverages and alcoholic and non alcoholic drinks. The lounge has good views across the airport and good internet and wi-fi facilities. Showers nice and the attendants in the toilets and showers were better than in the catering side of the lounge.,AIR NEW ZEALAND BUSINESS CLASS LOUNGE REVIEW,Sydney Airport,Business Class,NA,NA,3,3,3,5,2,4,5,2,0
air-new-zealand,/lounge-reviews/air-new-zealand,Air New Zealand Business Class Lounge - Sydney Airport,Stephen Taynton,Kazakhstan,2011-09-13,I had not used this lounge for a number of years. The lounge is quite large with good seating - it was late at night so there were few passengers. The drink selection was good but the food was pretty bad only some tired cheese and ham on display.,AIR NEW ZEALAND BUSINESS CLASS LOUNGE REVIEW,Sydney Airport,Business Class,NA,NA,4,4,4,5,1,4,4,4,0
alaska-airlines,/lounge-reviews/alaska-airlines,"Alaska Airlines ""board Room"" Lounge - Seattle Airport",S Koenig,United States,2015-01-04,I was flying first class from SEA to LAX. Alaska is one of the U.S. carriers (maybe the only one) to grant lounge access to those flying first class domestically and not connecting to an international flight. Lounge was large (didn't realize at first there was a second floor). Selection of drinks and snacks was standard. Wi-Fi access was fine. Lounge was crowded on a weekday morning but I had no trouble finding a place to sit and plug in my PC or phone. I don't know if there were showers.,"ALASKA AIRLINES ""BOARD ROOM"" LOUNGE REVIEW",Seattle Airport,NA,NA,NA,4,4,4,3,3,3,4,4,1
american-airlines,/lounge-reviews/american-airlines,Admirals Club - Los Angeles Lax Airport,Jezrel Sabaduquia,United States,2015-07-11,"Flagship Lounge at LAX was good. Showers clean and well-stocked. They also had a nice little 4th of July spread with cake, special red, white and blue beverages. As for lunch, chicken barbecue, mixed vegetables including corn on the cob was served. Quality was poor and the chicken was very dry. Beverage selection was not as extensive as the Flagship Lounge at JFK. Lounge itself was spacious with excellent views of the apron. Overall, a decent flagship lounge, somewhat comparable to their Flagship Lounge at JFK although catering still needs improvement.",Admirals Club,Los Angeles Lax Airport,First Class,11-07-2015,Solo Leisure,8,4,5,3,2,4,4,4,1
american-airlines,/lounge-reviews/american-airlines,American Airlines First/flagship Lounge - Miami Airport,J Rose,Australia,2015-05-09,Used this lounge as the BA lounge for a flight form MIA-LHR. Absolutely one of the poorest quality first/business lounges imaginable. Shabby old interior badly in need of a refresh unappetizing food choices of sad looking sandwich meats cheeses vegetables et all presented in old school trays/tins. Old school tech as well with half the power ports not functional. Not even remotely close to QF CX BA standard and BA should be ashamed to use it. With all of their traffic in and out of Miami time for a new lounge with modern interior and amenities. Appalling OneWorld Emerald prOduct that is truly substandard.,AMERICAN AIRLINES FIRST/FLAGSHIP LOUNGE REVIEW,Miami Airport,First Class,NA,NA,2,2,2,1,1,1,4,3,0
american-airlines,/lounge-reviews/american-airlines,American Airlines Admirals Club First Class Lounge,S Koenig,Brazil,2013-11-22,"Large lounge with excellent array of facilities (including showers) and both WiFi service and several PCs (though on this visit the PCs were not working-- connection issues). You get coupons for a free ""premium"" drink. Food for sale is pretty much what you'd expect from an airport lounge (it's more a bar than a restaurant). The biggest downside is that the airport's main lounge can get crowded and finding a place to sit can be difficult at peak times (made worse by people using seats for their coats and carry-on bags).",AMERICAN AIRLINES ADMIRALS CLUB FIRST CLASS LOUNGE REVIEW,NA,First Class,NA,NA,4,4,4,4,4,5,4,4,1
american-airlines,/lounge-reviews/american-airlines,American Airlines Arrivals Lounge - London Heathrow Airport,R Moore,Australia,2012-02-28,A haven after a long flight. Great showers and excellent English breakfast. Good Wifi and selection of papers. Not a lot of room but enough for those of us that were there. Good luggage space and friendly staff.,AMERICAN AIRLINES ARRIVALS LOUNGE REVIEW,London Heathrow Airport,NA,NA,NA,5,4,5,5,5,5,5,5,1
american-airlines,/lounge-reviews/american-airlines,American Airlines Flagship / Admirals Club Lounge,Bill Atkins,NA,2009-09-20,LAX lounge very good almost empty at 7am good drinks and basic breakfast foods. DFW was offered free alcoholic drink as OneWorld ticket - otherwise all to be paid for except coffee/sodas. Nice shower facilities in both lounges and staff friendly and professional. For US lounges no complaints but far from the standard of BA CX QF or JL.,AMERICAN AIRLINES FLAGSHIP / ADMIRALS CLUB LOUNGE REVIEW,NA,NA,NA,NA,3,4,4,3,1,3,3,3,0
ana-all-nippon-airways,/lounge-reviews/ana-all-nippon-airways,Ana All Nippon Airways First Class Lounge - Tokyo Narita Airport,J Weiss,Canada,2012-03-28,Decor is minimalist in the extreme but pleasant enough. Plenty of space and privacy with separate work areas. Hot towel and drink of your choice served. The Satellite 4 and Satellite 5 lounges are virtually identical so there is no reason to choose one over the other though the Satellite 4 lounge may be a little quieter. The food choices were uninspiring and not particularly extensive.,ANA ALL NIPPON AIRWAYS FIRST CLASS LOUNGE REVIEW,Tokyo Narita Airport,First Class,NA,NA,4,4,5,4,3,4,4,5,1
ana-all-nippon-airways,/lounge-reviews/ana-all-nippon-airways,Ana Business Class Club Ana Lounge Customer - Tokyo Narita Airport,Brian Smith,NA,2009-08-31,Very large nice design good selection of drinks of all kinds (though the sake bar was not stocked properly as many bottles empty!) and a comfortable experience. The massage service is inconvenient. You cannot book ahead of time and massage attendants are busy when you try to book at the lounge when you check-in so it makes it impossible. They should get a dedicated staff in order to make it a real amenity not just a fake one. In its own right a decent lounge experience but does not compare to the JAL Sakura Lounge at Narita which is superior on all accounts.,ANA BUSINESS CLASS CLUB ANA LOUNGE CUSTOMER REVIEW,Tokyo Narita Airport,Business Class,NA,NA,4,5,4,4,4,0,4,4,0
ana-all-nippon-airways,/lounge-reviews/ana-all-nippon-airways,Ana Business Class / Star Alliance Lounge Customer,Brian Smith,NA,2009-08-31,Very good lounge for the US! Large decent food with some variety decent drinks on offer too. Free wifi access shower rooms available seemed new or newly refurbished. Only complaint would be that there were not enough toilets available. A good experience and something to look forward to when going in and out of LAX - a rather bad airport.,ANA BUSINESS CLASS / STAR ALLIANCE LOUNGE CUSTOMER REVIEW,NA,Business Class,NA,NA,4,5,5,4,4,0,5,5,0
asiana-airlines,/lounge-reviews/asiana-airlines,Asiana Airlines Business Class Lounge - Incheon Airport,Peter Goldsbury,Japan,2013-11-15,I had a six-hour stopover in Seoul Incheon and used this lounge. The seats were comfortable the lounge was never too crowded and there was an excellent choice of food. My only gripe was the washroom. It was rather small but I was able to use the one in the neighboring First class lounge. To add some perspective I was on a trip from St Petersburg to Hiroshima via Moscow and Seoul and the lounge was a welcome contrast to the Aeroflot lounge in Sheremetyevo Terrminal D.,ASIANA AIRLINES BUSINESS CLASS LOUNGE REVIEW,Incheon Airport,Business Class,NA,NA,4,5,5,4,4,3,0,5,1
asiana-airlines,/lounge-reviews/asiana-airlines,Asiana Airlines Business Class Lounge - Incheon Airport,Keith Rogers,Canada,2013-10-06,Very good lounge for depart from Seoul to LA. Internet service very good food ok. I do note the comments on noodles - yes a tad tacky but actually like noodles so not that bad really. Lots of the chairs are more stadium - rows all facing the same direction so number of seats that are more for 2 people to sit together is a lot less. Still overall not a bad lounge in a stellar airport. And yes Japan and Korea have the best toilets ever.,ASIANA AIRLINES BUSINESS CLASS LOUNGE REVIEW,Incheon Airport,Business Class,NA,NA,4,4,5,4,3,5,4,5,1
asiana-airlines,/lounge-reviews/asiana-airlines,Asiana Airlines (swiss) Business Class Lounge - New York JFK Airport,R Rouse,United Kingdom,2011-02-14,Clean and tidy lounge with comfortable seating this lounge is operated by Swiss Intl Air Lines. No real choice of food except a few cakes and a pretty poor excuse of a shower. Asiana could do with using a much better lounge to compliment their great airline. The lounge is also before security!,ASIANA AIRLINES (SWISS) BUSINESS CLASS LOUNGE REVIEW,New York JFK Airport,Business Class,NA,NA,3,3,3,3,1,1,3,4,0
austrian-airlines,/lounge-reviews/austrian-airlines,Austrian Airlines Gold / Senator Lounge - Vienna Airport,Magnus Gustafsson,Sweden,2013-09-15,I visited the lounge in the G-area (Schengen) on August 31 at 18:00-19:30. The lounge is nice and tidy and rather seldom overcrowded. The variety of drinks and food is good. Normally you will find both hot and cold food that is very tasteful. The seats in the lounge are not especially comfortable. The free WiFi is always troublesome and I have never managed to connect but the are free computers and Internet cables available. Nevertheless the WiFi should be improved or the instructions to be made clearer on how to connect. In the central area of the lounge there is a TV showing CNN. The volume should be adjusted to be just slightly higher since it is very difficult to hear anything if you are not sitting 1 metre or closer to the TV. In general I would however rate this lounge as comfortable and relaxing.,AUSTRIAN AIRLINES GOLD / SENATOR LOUNGE REVIEW,Vienna Airport,NA,NA,NA,3,4,4,4,4,0,2,3,1
austrian-airlines,/lounge-reviews/austrian-airlines,Austrian Airlines Schengen Business Class Lounge - Vienna Airport,Jose Carvalho,Germany,2012-11-16,Totally unacceptable! Old lounge at least had some charm. New lounge is worse in every aspect (besides drinks selection which is still fair). Food is a disaster. Toilets facilities a bad joke. Austrian needs urgently to improve this situation.,AUSTRIAN AIRLINES SCHENGEN BUSINESS CLASS LOUNGE REVIEW,Vienna Airport,Business Class,NA,NA,2,2,4,3,1,1,4,2,0
avianca,/lounge-reviews/avianca,Avianca (swiss) Business Class Lounge Customer - New York JFK Airport,D Ruckel,United States,2014-11-19,I entered the lounge at 7 AM. The food was passable but flimsy. There was a coffee machine which worked with various types of coffee old and freezing pieces of fruit cereals. There were old croissants and peanut butter. No butter. The internet was free but I was on line checking my banking when twice my e mail was interrupted and the Swissair logo appeared. One of the woman at the desk said that there have been problems and I asked her why an out of order sign was not put on the machine. No answer except that people have had trouble recently with the machines. The lounge is long but not so bad nothing to do no tv no reading material and no staff. On the way out the same woman said that I was the first to complain about the machine which contradicted her previous statement. It was an unpleasant experience and I left. I will not return to that lounge when I return to the States from Buenos Aires. It is unprofessional; perhaps that is for the morning travelers and the Swissair evening travelers are treated differently but it was just a waiting room with broken internet a large area with lounge chairs and no staff and a chilly room at that no warmth at all. I am by no means a business traveler but have used the lounge before and it was the same. It is called the Swissair lounge but doesn't cut the mustard. No staff? Just two people sitting at the front desk? Maybe it was the hour but again I quote the European gentleman who was appalled. JFK is not a luxury airport although they have made improvements for passengers. They do not allow baggage to be wrapped in the building where the lounge is they do in other terminals. It is risky but no one will tell me why it is permisable in other terminals (the lounge is in terminal 4) and no airline can wrap a bag in plastic. Since this is supposed to be about the lounge I have seen one or two glorious lounges and this pales in comparison.,AVIANCA (SWISS) BUSINESS CLASS LOUNGE CUSTOMER REVIEW,New York JFK Airport,Business Class,NA,NA,2,2,3,1,1,2,1,2,0
avianca,/lounge-reviews/avianca,Avianca El Dorado Business Class Lounge Customer - Bogota Airport,M Chia,Australia,2013-11-15,After being deprived of a lounge in Santiago I was hoping to be compensated by the new lounge in Bogota. But I was rather disappointed. First the directions given by the checkin agent was go straight after security. Unfortunately there was a T-junction where the sign board had an arrow pointing UP. I asked a staff but the directions was confusing. Having heard that it was past the food court I look for this sign reach a dead end a construction area. So I backtracked and saw the food court UPSTAIRS. Going into the lift I pressed 2 the floor the agent told me. It didn't move. I try 3 and it moves. Actually the lounge is no longer after the food court but to the side especially if you take the lift. Next I looked for the toilet. I could see the female toilet but not the male one. I walked to the other end - still no toilet. Backtracked all the way to exit still no toilet. You see the male toilet is beyond the ladies but it is not visible from this direction or that. And there are no signs to overcome this. Then I went for the food. The spread was astonishingly poor. Many plates of ham and cheese. Some salad and juices. That's it for food. (I hadn't checked the alcoholic section.) I gathered some food and look for the cutlery. Not obvious again. After going around i found forks and knives but no spoon. I asked the cleaning lady and she obliged. Huge traffic during lunch time is no excuse Then I go the work area. Plugged in my video camera to recharge. Power light doesn't come on. I jiggled here and there. Still no power. So I waited for another table to be vacant. And there's power. So my verdict. Great potential. Lots of shortcomings which can be easily rectified. I hope Avianca realises that most people only use the lounge once. And some older people are not so mobile so they need good direction signs.,AVIANCA EL DORADO BUSINESS CLASS LOUNGE CUSTOMER REVIEW,Bogota Airport,Business Class,NA,NA,3,3,3,3,1,3,4,1,0
blue-islands,/lounge-reviews/blue-islands,Blue Islands Passenger Lounge - Guernsey Airport,Bill Atkins,NA,2008-02-20,The lounge can be accessed by all passengers flying with the (single class) airline. The lounge is comfortable and offers peace and quiet except during periods where two or more full flights are departing at similar times. Self service for complimentary drinks and snacks.,BLUE ISLANDS PASSENGER LOUNGE REVIEW,Guernsey Airport,NA,NA,NA,2,4,5,3,3,0,0,0,0
british-airways,/lounge-reviews/british-airways,Business Lounge - Philadelphia Airport,R Gonzaga,Malaysia,2015-07-12,"I used this lounge as a customer with Qatar Airways. Spacious and impressive offerings of alcohol but that's about it. Food on offer in the morning was abysmal. A few dry muffins, cereal, yoghurt and sliced cold turkey. No showers to avail of. It needs a better selection of food, preferably some warm offerings. Otherwise, it was adequate.",Business Lounge,Philadelphia Airport,Business Class,12-07-2015,FamilyLeisure,4,4,3,4,1,2,4,4,0
brussels-airlines,/lounge-reviews/brussels-airlines,Brussels Airlines Business Class Lounge - Brussels Zaventem Airport,D Thomas,Switzerland,2015-05-09,Newly renovated large light nice view on the tarmac good food and beer on tap plenty of amenities. Definitely above most european / short haul lounges.,BRUSSELS AIRLINES BUSINESS CLASS LOUNGE REVIEW,Brussels Zaventem Airport,Business Class,NA,NA,5,5,4,5,5,5,4,4,1
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,Business Class - Cebu Airport,S Howard,United Kingdom,2015-06-27,"I don't like this lounge at all, it is too small, very dated but at least it is clean. My worse complaint is the food choice is awful and very limited, even if you travel in the morning there is no breakfast food. I just wish they would update the lounge and specially give us proper foods. I still strongly recommend Cathay Pacific Airways, but not the Cathay Pacific lounge at Cebu!",Business Class,Cebu Airport,Business Class,NA,Solo Leisure,1,2,4,1,1,NA,2,3,1
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,Cathay Pacific Business Class Lounge - Melbourne Airport,A Lee,Hong Kong,2014-10-03,Surprisingly small in size and lack of the luxury atmosphere which you would expect from an international airport which the airline has three A330 flight serving daily. Choice for breakfast items were limited - especially hot plates. I don't see chance for big refurbishment of the lounge due to relative size of MEL airport.,CATHAY PACIFIC BUSINESS CLASS LOUNGE REVIEW,Melbourne Airport,Business Class,NA,NA,4,4,5,4,3,3,3,4,0
british-airways,/lounge-reviews/british-airways,British Airways First / Business Class Lounge - Philadelphia Airport,Bill Atkins,United Kingdom,2014-10-04,This lounge has a real problem With US Airways in Oneworld all AA and US travelers are trying to use it as it is much nicer than the either the Admirals Club or US Airways lounge.Staff are in the unenviable position of turning people away and denying guest privileges to keep it within the fire regulations for capacity. BA clearly needs to restrict to only BA travelers and EC card holders. JAL has no problem doing the same with their First lounge in Chicago due to space limitations.,BRITISH AIRWAYS FIRST / BUSINESS CLASS LOUNGE REVIEW,Philadelphia Airport,Business Class,NA,NA,4,4,4,3,4,3,4,4,1
british-airways,/lounge-reviews/british-airways,British Airways Business Class Lounge - Rome Fiumicino Airport,A Matthews,United Kingdom,2014-10-04,This lounge is outdated needs a total refurb! I would be less than impressed if I had paid club prices for the experience. Furniture old staff rude drink and food selection exceptionally poor. You have to share a bottle of coke and the glasses are filthy and scratched and no wifi!,BRITISH AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Rome Fiumicino Airport,Business Class,NA,NA,1,1,1,1,1,1,1,1,0
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,Cathay Pacific Business Class Lounge - Fukuoka Airport,Jeremy Chan,Hong Kong,2012-12-25,Quite comfortable but generally the size of the lounge is too small and feels a bit crowded and hot. Good wifi connection but not too many food choices available. Staff friendly and very nice. The lounge is located near the gates and flight information is provided which is convenient to passengers.,CATHAY PACIFIC BUSINESS CLASS LOUNGE REVIEW,Fukuoka Airport,Business Class,NA,NA,4,4,5,3,3,5,5,5,1
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,"Cathay Pacific ""the Wing"" First Class Lounge - Hong Kong Airport",Bill Atkins,NA,2009-10-01,I would agree that this lounge is often overcrowded and looks rather frayed now. Staff were friendly on my visit and quick to offer service. Table service good though food selection has lost its shine compared to a couple of years ago.,"CATHAY PACIFIC ""THE WING"" FIRST CLASS LOUNGE REVIEW",Hong Kong Airport,First Class,NA,NA,3,3,4,4,3,3,4,3,0
china-airlines,/lounge-reviews/china-airlines,China Airlines Dynasty Business Class Lounge - Bangkok Suvarnabhumi Airport,Brian Smith,Japan,2012-02-27,The food is varied with hot Thai dishes fresh fruit sandwiches cakes and many drink options including fresh young coconut. The flight was delayed and though we were given a coupon for a meal in the terminal there was no need to use it with what was on offering the lounge. The wifi worked but the two computers with Thai keyboards in their business area did not. Friendly and efficient staff. Only complaint is that there is no toilet in the lounge.,CHINA AIRLINES DYNASTY BUSINESS CLASS LOUNGE REVIEW,Bangkok Suvarnabhumi Airport,Business Class,NA,NA,4,5,5,5,5,1,4,5,1
china-airlines,/lounge-reviews/china-airlines,China Airlines Dynasty Business Class Lounge - Tokyo Narita Airport,Brian Smith,Japan,2012-02-27,Decent food and drink options but nothing spectacular. Comfortable and in a convenient location. The front desk staff does not have a computer connected to the reservations system so the poor attendant could not do anything besides check to see if we were legitimate to enter or not.,CHINA AIRLINES DYNASTY BUSINESS CLASS LOUNGE REVIEW,Tokyo Narita Airport,Business Class,NA,NA,4,4,5,4,4,4,4,4,1
british-airways,/lounge-reviews/british-airways,British Airways First & Business Class Lounge - Toronto Pearson Airport,Kevin Tunnicliffe,United Kingdom,2014-08-21,Excellent lounge from which BA could learn a great deal. Very comfortable seating with good views of the apron and runways and superb food. The food was fresh and delicious with a station cooking rice or noodle stir fry dishes to order. Maybe the best hot food in an airport lounge I have ever experienced.,BRITISH AIRWAYS FIRST & BUSINESS CLASS LOUNGE REVIEW,Toronto Pearson Airport,Business Class,NA,NA,4,5,5,5,5,4,2,5,1
british-airways,/lounge-reviews/british-airways,British Airways Concorde Lounge - London Heathrow Airport,P Alderson,United Kingdom,2014-08-12,I was allowed access as I had just travelled to Heathrow with BA in First. My excitement at being allowed into this hallowed space was short lived. It looked congested and untidy. The service for anything from a full meal to a glass of water is waiter only. Empty glasses and used plates were waiting to be cleared from a lot of the tables. As I had only recently eaten on the inbound flight I did not bother to order any food but still tried one of the booths in the dining area which seemed reasonably comfortable and private. I moved to sit 'outside' on the balcony overlooking the departures area as it felt less claustrophobic. After waiting 10 minutes for a coffee I quickly drank it and went to the First/Gold lounge which had a more comfortable and relaxing ambience.,BRITISH AIRWAYS CONCORDE LOUNGE REVIEW,London Heathrow Airport,NA,NA,NA,3,2,2,4,4,4,4,2,0
